lr_0.0001_model_Linear,lr_0.0001_model_FF_L1,lr_0.0001_model_FF_L2,lr_0.001_model_Linear,lr_0.001_model_FF_L1,lr_0.001_model_FF_L2,lr_0.01_model_Linear,lr_0.01_model_FF_L1,lr_0.01_model_FF_L2,lr_0.1_model_Linear,lr_0.1_model_FF_L1,lr_0.1_model_FF_L2
0.5572377158034528,0.6920982735723772,0.7345949535192563,0.7066401062416998,0.754249667994688,0.7543160690571049,0.799800796812749,0.7543160690571049,0.7543160690571049,0.8280876494023904,0.7543160690571049,0.7543160690571049
0.5436254980079681,0.7226427622841965,0.7543160690571049,0.7192563081009297,0.7468127490039841,0.749535192563081,0.8057104913678619,0.797941567065073,0.75265604249668,0.8286852589641435,0.7543160690571049,0.7543160690571049
0.6162682602921646,0.7543160690571049,0.7540504648074369,0.7179282868525897,0.7462815405046481,0.7543160690571049,0.8093625498007968,0.7660690571049137,0.7543160690571049,0.8245683930942895,0.754249667994688,0.7543160690571049
0.5843957503320053,0.6851261620185923,0.7536520584329349,0.7170650730411686,0.7543160690571049,0.753120849933599,0.798406374501992,0.7598273572377158,0.754249667994688,0.8247675962815405,0.7541832669322709,0.754249667994688
0.5251660026560425,0.7543160690571049,0.7260292164674634,0.7235723771580346,0.7616865869853917,0.7398406374501992,0.8092961487383799,0.7588313413014608,0.7543160690571049,0.8278220451527224,0.7543160690571049,0.754249667994688
0.5086985391766268,0.7088313413014609,0.7543160690571049,0.6834661354581674,0.7466799468791501,0.7543160690571049,0.8090969455511288,0.7739707835325366,0.7518592297476759,0.8232403718459496,0.7543160690571049,0.7543160690571049
0.5596281540504648,0.6578353253652058,0.5599601593625498,0.7160690571049136,0.749535192563081,0.7539840637450199,0.8138114209827357,0.7214475431606906,0.7541832669322709,0.8249667994687915,0.7543160690571049,0.7543160690571049
0.5777556440903054,0.749933598937583,0.6812084993359894,0.7268924302788845,0.7543160690571049,0.7447543160690571,0.8141434262948207,0.7543160690571049,0.7529880478087649,0.8245683930942895,0.754249667994688,0.7543160690571049
0.6209163346613545,0.7332669322709163,0.7418990703851261,0.7267596281540505,0.7547808764940239,0.74800796812749,0.8108897742363878,0.6910358565737051,0.7543160690571049,0.8222443559096946,0.7543160690571049,0.7543160690571049
0.5079017264276229,0.7368525896414343,0.7415006640106242,0.7131474103585658,0.7576361221779548,0.7528552456839309,0.8077025232403718,0.7543160690571049,0.7543160690571049,0.8243691899070386,0.7870517928286852,0.7543160690571049
0.6724435590969455,0.7430278884462151,0.7112217795484728,0.7371845949535193,0.7518592297476759,0.7543160690571049,0.8195883134130146,0.7543160690571049,0.7543160690571049,0.8250332005312085,0.7543160690571049,0.7543160690571049
0.7325365205843294,0.7355909694555113,0.749933598937583,0.7098273572377158,0.751593625498008,0.7540504648074369,0.8118857901726427,0.7695219123505976,0.7543824701195219,0.8241035856573705,0.7543160690571049,0.7543160690571049
0.6122841965471447,0.7543160690571049,0.649601593625498,0.7094953519256308,0.7655378486055777,0.753917662682603,0.8216467463479415,0.7543160690571049,0.7535192563081009,0.8238379814077025,0.753917662682603,0.7543160690571049
0.6200531208499336,0.7437583001328021,0.753917662682603,0.6838645418326693,0.7540504648074369,0.6881806108897742,0.802390438247012,0.7539840637450199,0.7543160690571049,0.8246347941567065,0.7543160690571049,0.7543160690571049
0.4273572377158035,0.6713147410358565,0.7543160690571049,0.7117529880478087,0.753452855245684,0.6310756972111554,0.8135458167330677,0.7543160690571049,0.7543160690571049,0.8282204515272245,0.7543160690571049,0.7543160690571049
